Name,Address,Coordinates,Type,District
Сары Балапан,"Алматы, Наурызбайский район, микрорайон Калкаман, улица Бакира Тажибаева, 46","76.809137,43.232061",садик,Алатауский
Ерке,"Алматы, Алатауский район, микрорайон Дархан, улица Ахметова, 57","76.880426,43.314635",садик,Алатауский
Бэбижан,"Алатау, село Коянкус, ул. Уалиханова, 27","76.950370,43.414340",садик,Алатауский
Солнышко,"ул. Декабристов, 32","76.948169,43.318684",садик,Алатауский
Ertargin,"ул. Аркалык, 19/6","76.840335,43.316594",садик,Алатауский
Bambi,"микрорайон Айнабулак-4, 167А","76.915314,43.323431",садик,Алатауский
Балауса,"посёлок Боралдай, 4","76.863224,43.354548",садик,Алатауский
Детский сад № 172,"ул. Камала Смайылова, 192","76.824337,43.210817",садик,Алатауский
Теремок,"Алматинская область, Илийский район, посёлок Боралдай, улица Ломоносова, 14","76.865864,43.355142",садик,Алатауский
Arusana,"ул. Шорманова, 72/2","76.829722,43.256793",садик,Алатауский
Умит-Ай,"Жетысуский район, микрорайон Кокжиек, 7А","76.920380,43.356625",садик,Алатауский
Пчелка Майя,"Наурызбайский район, ул. Каукена Кенжетаева, 122","76.792088,43.218560",садик,Алатауский
Нұр-Бөбек,"село Аскара Токпанова, ул. Куляш Байсеитовой, 2","76.855893,43.396838",садик,Алатауский
Өркен,"Бурундайская ул., 97","76.932363,43.337460",садик,Алатауский
Львёнок,"ул. Ильяса Жансугурова, 250","76.929736,43.304366",садик,Алатауский
Акбота К,"ул. Фаризы Онгарсыновой, 80","76.801714,43.263145",садик,Алатауский
Ясли-сад №175,"Жетысуский район, микрорайон Кокжиек, 42А","76.923270,43.357114",садик,Алатауский
Дана,"Стахановская ул., 50","76.947246,43.321240",садик,Алатауский
Ai-ana star,"Наурызбайский район, микрорайон Калкаман-2, ул. Байкена Ашимова, 50","76.804930,43.221310",садик,Алатауский
Уш батыр,"Наурызбайский район, микрорайон Калкаман-2, ул. Алдана Айымбетова, 68","76.811044,43.233858",садик,Алатауский
Алуа Kids,"Алатауский район, ул. Талдыарал, 12А","76.823552,43.246724",садик,Алатауский
Аяла kids,"ул. Сазсырнай, 4","76.800797,43.262887",садик,Алатауский
ТОО Kinderhouse,"село Аскара Токпанова, ул. Ескельды Би, 13","76.859900,43.382239",садик,Алатауский
Алихан,"Наурызбайский район, микрорайон Калкаман-2, ул. Нурпеисова, 204","76.823532,43.207722",садик,Алатауский
ГККП Ясли-сад № 194,"Наурызбайский район, микрорайон Акжар, ул. Туманбая Молдагалиева, 61","76.801791,43.193031",садик,Алатауский
Ясли-сад № 179,"микрорайон Айнабулак-3, 165Б","76.920132,43.326488",садик,Алатауский
Колибри,"Наурызбайский район, микрорайон Калкаман-3, ул. Талжанова, 52","76.821886,43.202808",садик,Алатауский
Хиуаз-Бөбек,"село Абай, ул. Бейбитшилик, 1А","76.770450,43.208677",садик,Алатауский
Кука,"ул. Кунгейли, 10","76.789725,43.243237",садик,Алатауский
МуслимХан-Хан,"ул. Торебека Османова, 35","76.839698,43.345042",садик,Алатауский
Аманат,"Алматинская область, Илийский район, село Аскара Токпанова, улица Балпык Би","76.853645,43.395695",садик,Алатауский
Гулден,"посёлок Боралдай, ул. Устаздар, 18","76.859620,43.336681",садик,Алатауский
Азимут,"Алматы, улица Кызгалдак","76.792552,43.245973",садик,Алатауский
Айшона,"посёлок Боралдай, ул. Сайполдаева, 7А","76.860731,43.347319",садик,Алатауский
Аяла,"село Коксай, ул. Женис, 35","76.769140,43.255764",садик,Алатауский
Три на VESa,"посёлок Боралдай, ул. Лихошерстова, 10Б","76.855538,43.352797",садик,Алатауский
Ай-керим,"ул. Байыркум, 6","76.784465,43.235733",садик,Алатауский
Муслимхан,"ул. Аширбека Сыгая, 47","76.790144,43.225005",садик,Алатауский
Детский сад Балдаурен,"ул. Исмета Кенесбаева, 1","76.825441,43.196592",садик,Алатауский
БалаLand,"село Жапек батыра, ул. Оналбая Алима, 7","76.893427,43.422104",садик,Алатауский
Айсултан,"село Жапек батыра, ул. М. Тулебаева, 48","76.894682,43.415993",садик,Алатауский
Munarat,"ул. Аширбека Сыгая, 96","76.792459,43.220580",садик,Алатауский
Арша,"ул. Зулпыкар, 1","76.802965,43.248295",садик,Алатауский
Акниет,"ул. Тасбогет, 8","76.783825,43.247548",садик,Алатауский
Достарым,"Наурызбайский район, ул. Кенжетаева, 86","76.790043,43.221539",садик,Алатауский
International Montessori Kinderhouse,"Наурызбайский район, ул. Арман, 77А","76.809496,43.205025",садик,Алатауский
Кулыншак,"Наурызбайский район, микрорайон Калкаман-3, ул. Кыдырова, 18","76.827507,43.200970",садик,Алатауский
Аяла,"ул. Атырау, 4","76.846051,43.345154",садик,Алатауский
Мир малышей,"Алматинская область, Илийский район, Ащибулакский сельский округ, село Мухаметжан Туймебаева","76.911401,43.406106",садик,Алатауский
Хотейка,"микрорайон Баянаул, 50","76.819585,43.238620",садик,Алатауский
Nursila kids,"ул. Балкарагай, 3","76.792771,43.258487",садик,Алатауский
